Student_ID,Exam_Score,Weight_Apple (g),Height (cm),Daily_Sales ($),Lifespan_Bulb (hrs)
4810,65.81,141.83,168.26,4898.76,969.87
4811,77.56,135.79,178.49,2679.14,941.95
4812,50.86,163.67,170.58,4732.72,1035.85
4813,76.59,135.3,157.75,4650.9,952.74
4814,61.96,131.94,169.94,6121.79,980.38
4815,73.07,185.36,165.05,4517.42,1006.23
4816,67.52,169.21,177.35,4786.91,992.83
4817,83.2,112.77,169.79,4936.62,981.83
4818,61.26,134.7,159.78,4527.74,1079.48
4819,76.28,154.85,158,5575.83,994.43
4820,67.2,156.48,169.83,3406.09,955.03
4821,68.42,120.19,150.64,5909.26,1048.85
4822,68.16,173.17,165.85,4990.5,963.87
4823,61.54,166.5,171.85,6041.32,994.55
4824,69.86,159.64,161.54,2802.21,954.77
4825,69.37,177.13,177.95,3051.02,1010.57
4826,72.41,159.05,179.53,4766.42,1001.99
4827,70.85,158.97,161.87,5404.73,998.55
4828,77.98,181.15,167.62,4556.05,1007.5
4829,79.24,172.02,177.96,5467.08,1040.89
4830,59.49,133.17,169.99,5785.05,1035.15
4831,78.69,162.66,158.84,5532.8,948.03
4832,58.14,136.71,168.85,5082.61,966.27
4833,75.88,160.08,163.18,5076.48,1046.22
4834,76.2,159.53,178.87,4508.16,960.86
4835,50.89,122.33,174.85,4955.7,1024.59
4836,70.93,147.56,167.49,4180.62,1041.97
4837,65.32,155.31,171.14,4372.22,917.92
4838,62.41,141.27,159.54,5411.49,979.68
4839,83.51,156.29,163.97,4629.7,1040.75
4840,63.46,166.12,182.43,4409.95,992.65
4841,61.94,149.39,170.43,5359.38,979.79
4842,70.76,154.49,177.44,5303.92,1041.56
4843,76.86,177.67,171.86,4827.76,1055.2
4844,68.58,159.46,180.51,4880.85,966.08
4845,81.66,154.02,154.01,5332.76,1088.36
4846,75.31,130.84,168.49,5775.17,910.79
4847,48.22,163.42,183.16,5160.87,924.64
4848,64.71,156.6,177.65,4046.37,977.28
4849,64.38,175.67,180.6,4822.86,983.27
4850,74.79,150.94,169.95,4674.28,985.56
4851,43.75,113.67,165.7,4157.61,973.27
4852,95.49,116,161.78,5398.35,963.72
4853,75.31,164.71,161.22,5459.88,988.98
4854,71.49,138.6,176.46,5580.97,970.51
4855,81.82,158.74,174.11,4207.27,1034.1
4856,93.44,152.28,169.47,5125.96,1001.53
4857,78.71,146.66,174.07,4994.98,988.94
4858,79.49,148.07,171.14,5245.92,996.39
4859,71.31,132.69,177.7,5103.78,1055.71
4860,68.58,149.68,177.62,4989.96,975.83
4861,65.24,138.31,161.47,4893.82,936.33
4862,61.74,142.55,172.19,5885.47,951.13
4863,63.13,143.53,156.65,4310.55,988.35
4864,56.49,145.47,171.06,4861.46,1024.08
4865,69.24,168.44,174.83,5865.1,1043.99
4866,53.15,147.4,159.49,4351.16,1082.43
4867,71.91,170.47,166.67,4391.93,1036.96
4868,69.64,180.76,170.08,5587.15,955.85
4869,71.47,167.1,171.87,3860.87,989.84
4870,64.78,160.69,167.77,5528.5,891.82
4871,100.77,156.54,160.62,4608.29,984.42
4872,83.6,167.31,169.57,5328,969.74
4873,57.55,151.79,156.78,4023.41,884.35
4874,72.33,169.69,168.14,5948.06,1105.38
4875,63.92,162.28,166.47,4026.21,981.1
4876,59.86,142.8,168.93,5579.96,894.64
4877,56.6,167.92,165.53,4059.63,986.29
4878,74.32,151.83,157.94,6446.64,1082.54
4879,63.19,147.88,167.07,4942.89,1095.35
4880,79.68,140.48,177.45,6560.69,1002.92
4881,79.94,153.32,180.09,4344.89,1004.82
4882,83.74,169.93,189.51,4645.88,1061.28
4883,61.48,167.78,183.53,5968.58,992.47
4884,74.75,157.07,160.42,3859.04,1023.01
4885,76.32,161.99,166.73,4440.59,1041.98
4886,65.26,175.43,169.82,5396.05,946.2
4887,62.28,147,169.32,4184.98,1076.84
4888,86.1,127.69,170.56,5417.45,956.02
4889,72.27,176.02,189.26,5136.32,968.31
4890,76.36,139.4,161.34,3789.08,1004.99
4891,61.78,136.19,164.29,5774.22,1046.98
4892,57.81,114.08,183.15,3990.05,1033.87
4893,64.31,161.43,165.07,5617.02,997.53
4894,68.76,117.57,173.15,5102.78,1014.21
4895,59.36,134.99,178.28,4635.99,1053.66
4896,69.9,161.76,173.89,4115.68,1000.42
4897,53.11,164.44,171.53,5263.42,959.4
4898,58.8,136.97,177.51,4301.98,969.85
4899,76.71,147.32,162.86,5966.36,1045.46
4900,76.04,132.55,166.03,5995.56,959.44
4901,66.08,139.03,174.29,6313.63,921.61
4902,59.82,155.32,153.44,5224.72,984.79
4903,59.73,139.97,181.33,4676.55,996.23
4904,66.27,145.12,172.43,4762.48,1043.02
4905,76.45,120.71,171.22,4703.93,927.11
4906,79.28,172.66,156.96,5198.4,1017.32
4907,65.03,160.2,159.71,5349.29,1057.56
4908,58.47,165.86,166.81,5985.25,959.13
4909,72.68,175.81,176.46,5016.1,1004.08
4910,61.76,133.5,153.39,3877.42,892.47
4911,64.82,142.83,176.31,4674.06,1043.66
4912,83.25,112.1,167.12,6244.68,1039.78
4913,78.27,212.81,168.21,3754.74,999
4914,71.58,147.01,172.03,5591.32,933.64
4915,57.28,170.77,172.15,4687.54,1033.34
4916,72.11,125.24,164.3,4293.23,987.75
4917,80.63,169.93,175,5316.49,860.98
4918,66.24,187.15,151.44,6248.76,1038.91
4919,83.51,148.79,166.4,5272.36,1058.18
4920,82.93,129.78,171.23,4789.96,1066.97
4921,86.64,147.22,167.24,3963.16,936.15
4922,73.05,105.46,155.38,4920.92,904.16
4923,75.87,149.24,176.06,3934.28,979.48
4924,84.14,166.42,160.01,4752.06,1025.89
4925,74.47,149.28,169.46,4949.55,952.86
4926,64.99,144.32,171.22,3111.57,920.45
4927,65.51,160.55,170.16,6110.66,1036.23
4928,72.39,162.08,179.35,4009.18,982.74
4929,57.09,116.8,169.57,4851.23,1031.13
4930,68.57,151.78,173.42,5427.07,1000.79
4931,80.97,198.72,169.55,6046.84,991.69
4932,48.09,123.3,174.9,4366.28,996.79
4933,85.34,148.29,181.15,2992.65,982.08
4934,81.22,188.83,171.1,5862.93,977.07
4935,65.4,172.08,176.25,4000.4,944.94
4936,75.43,139.73,181.64,5287.55,1024.17
4937,70.03,154.12,180.86,5337.27,1062.38
4938,82.3,149.96,166.92,2398.38,974.98
4939,79.83,135.04,178.29,3708.13,1093.3
4940,56,148.51,171.99,4631.35,1018.83
4941,75.87,144.4,178.94,2932.7,1012.91
4942,67.94,152.25,174.55,3929.56,1032.75
4943,70.83,135.03,172.21,5098.3,1048.76
4944,62.72,124.47,173.47,4929.21,977.27
4945,87.48,149.17,172.04,5242.12,1027.74
4946,80.4,184.3,172.35,5359.38,1052.33
4947,62.6,151.64,168.73,3654.54,981.03
4948,56.65,143.37,167.99,3972.12,1000.24
4949,66.14,165.08,184.11,5609.09,961.64
4950,74.35,146.83,173.82,6219.46,975.35
4951,72.4,187.36,165.41,4226.07,982.52
4952,82.53,149.92,167.78,5207.12,954.79
4953,77.9,164.01,178.45,5645.67,996.85
4954,79.7,134.91,164.11,5190.04,1016.54
4955,73.27,160.06,158.14,4800.99,1021.4
4956,56.11,155.5,158.73,4487.48,959.58
4957,68.04,148.87,156.17,6588.22,969.68
4958,80.6,139.96,159.61,5076.97,1042.55
4959,69.48,137.24,160.55,5311.15,969.56
4960,75.03,155.65,181.08,5259.46,1041.21
4961,66.81,162.58,169.63,4350.07,963.38
4962,59.7,147.46,167.09,5040.66,1018.85
4963,68.77,155.75,158.45,4742.21,1037.62
4964,73.09,149.24,168.85,4727.88,867.52
4965,63.44,151.97,156.1,5253.57,1043.42
4966,67.64,145.99,167.04,4267.49,1065.2
4967,60.61,150.36,186.52,4036.17,984.55
4968,81.19,203.96,175.31,5402.18,1017.29
4969,67.06,156.23,168.32,4574.71,958.04
4970,84.53,162.91,175.58,4723.99,1018.17
4971,85.29,158.76,165.83,3456.96,1123.05
4972,69.19,144.74,163.59,5770.47,890.16
4973,59.92,175.88,183.63,5419.21,974.96
4974,49.14,144.18,160.86,5566.46,1039.84
4975,55.28,171.1,167.17,5309.86,1063.08
4976,56.26,143.32,172.45,3787.23,930.88
4977,83.78,130.8,162.51,5183.2,968.09
4978,71.16,157.31,175.2,4512.69,970.98
4979,73.9,127.91,167.55,4229.71,967.35
4980,47.8,160.71,175.31,5400.04,994.19
4981,58.02,126.12,174.69,6326.81,928.57
4982,78.87,143.62,168.06,6194.67,987.27
4983,72.87,121.37,183.69,5497.72,953.19
4984,68.53,206.48,164.68,4975.82,996.56
4985,75.65,116.92,180.79,4827.57,964.74
4986,86.36,150.2,179.4,4276.4,991.55
4987,67.79,172.87,184.17,4784.21,948.18
4988,70.69,170.73,171.39,5726.82,1047.64
4989,71.93,167.03,163.69,6458.51,983.72
4990,93.92,143.66,186.61,4346.81,1000.69
4991,49.01,177.02,167.32,3403.99,992.71
4992,76.83,168.27,163.49,4575.3,1000.36
4993,68.85,154.25,168.48,5723.16,1000.11
4994,75.67,154.81,162.15,6657.82,1040.26
4995,63.43,143.92,174.21,6048.03,985.7
4996,69.51,131.81,165.15,6028.23,964.01
4997,77.11,174.74,167.7,4320.35,1002.09
4998,101.13,176.24,177.74,4342.89,969.35
4999,78.08,132.32,174.99,3940.95,996.25
5000,61.52,146.92,170.12,4467.62,947.4
5001,65.76,147.13,171.37,5731.28,1052.49
5002,65.47,149.35,170.1,6299.59,960.97
5003,52.04,151.29,166.55,5276.41,1059.97
5004,66.7,168.94,169.98,4795.9,996.94
5005,77.33,135.06,173.93,4146.62,1042.81
5006,57.26,133.07,168.99,4909.99,961.63
5007,80.48,174.73,173.36,5162.5,901.66
5008,74.88,140.75,163.31,3829.54,917.56
5009,62.66,124.74,165.17,5737.18,1125.15
5010,68.58,140.3,164.13,4660.87,970.1
5011,85.98,143.4,165.48,5689.13,1054.81
5012,77.34,181.1,180.3,4991.26,935.11
5013,70.09,168.5,175.81,5237.77,1008.94
5014,67.62,172.95,161.38,4438.44,1017.42
5015,70.77,166.4,173.5,4724.31,1141.82
5016,64.88,168.92,166.88,5513.63,984.11
5017,48.95,136.24,164.54,4894.8,964.44
5018,90.42,146.03,158.11,4116.02,1017.55
5019,71.55,130.2,177.78,5089.26,953.76
5020,73.98,145.79,159.09,5308.54,1020.48
5021,69.42,163.68,169.58,6098.31,997.33
5022,62.65,152.69,162.43,5922.04,962.31
5023,68.14,176.23,176.21,4948.29,1024.72
5024,54.01,127.17,167.33,4562.13,1005.42
5025,92.77,160,168.92,4817.36,1038.02
5026,57.65,125.03,169.19,4581.01,1082.62
5027,59.68,151.88,172.42,5404.93,974.92
5028,65.6,164.81,170.1,5833.33,979.42
5029,82.88,145.71,169.65,5991.87,932.72
5030,70.15,161.02,165.85,4670.23,1026.05
5031,57.64,130.81,157.4,4590.38,967.76
5032,82.54,116.73,161.05,4663.68,1017.28
5033,77.31,161.14,175.75,3454.37,1058.27
5034,75.38,184.88,167.55,4037.75,965.78
5035,77.16,130.08,164.69,4972.36,976.29
5036,93.94,174.44,158.75,5303.42,1050.73
5037,91.85,150.87,156.24,5392.94,1035.37
5038,63.13,123.29,164.37,4375.6,1030.07
5039,86.24,127.37,177.1,4607.11,980.43
5040,73.83,150.32,165.54,4784.4,928.2
5041,74.99,141.91,173.2,4695.1,964.41
5042,53.08,123.74,165.18,5550.41,949.53
5043,68.3,116.12,175.11,3953.46,1029.08
5044,61.87,133.07,167.19,4080.56,1014.23
5045,78.28,153.88,160.14,4761.25,970.07
5046,80.71,149.87,167.85,3907.52,978.61
5047,49.26,139.98,184.67,3479.62,1023.78
5048,69.78,154.04,184.32,3805.22,984.03
5049,81.22,170.8,173.89,4805.83,970.94
5050,68.13,157.88,168.9,5504.42,1098.93
5051,77.29,147.57,172.43,5521.09,972.52
5052,73.51,168.56,172.53,6270.33,1033.43
5053,73.42,130.8,169.68,5081.33,1019.63
5054,67.29,145.5,173.53,5188.96,923.84
5055,57.83,145.98,171.67,4799.67,966.05
5056,58.78,125.26,167.47,4838.54,1040.96
5057,77.09,141.6,160.44,6664.44,993.43
5058,70.19,108.5,166.32,5209.08,926.75
5059,68.61,188.24,176.4,5278.62,1019.72
5060,65.76,131.25,169.75,4083.91,970.88
5061,66.95,181.72,172.4,5328.34,1021.79
5062,80.47,150.76,167.74,5526.67,1134.39
5063,66.65,161.3,161.52,5888.25,1019.12
5064,56.59,140.22,168.09,5504.07,1030.61
5065,77.44,154.16,161.82,4898.61,987.3
5066,67.95,163.01,161.31,4864.46,944.02
5067,70.31,163.29,179.65,4942.34,1051.2
5068,86.08,165.5,166.64,5085.75,969.71
5069,69.79,142.63,164.07,6014.12,988.54
5070,72.89,140.39,182.94,5858.11,1089.67
5071,58.21,118.12,176.52,5602.33,983.11
5072,67.8,160.46,167.03,6623.37,1060.77
5073,76.1,171.65,173.42,2875.01,1019.37
5074,54.45,182.32,168.11,4631.95,972.35
5075,72.01,156.1,164.46,4990.98,1017.07
5076,71.01,134.67,173.8,4462.22,964.18
5077,70.41,116.06,167.41,4256.2,1045.24
5078,80.37,170.83,170.6,3626.27,1062.35
5079,73.34,114.07,178.17,4750.94,1002.45
5080,84.78,143.19,177.29,5715.22,1067.12
5081,60.06,145.51,165.6,5619.15,1008
5082,71.36,148.61,173.89,4398.3,1045.73
5083,70.84,150.72,160.98,5176.2,1147.56
5084,59.31,152.76,173.6,6086.08,1123.76
5085,79.56,101.69,171.19,3783.95,990.87
5086,93.25,150.29,173.03,4872.93,1014.68
5087,69.83,105.41,167.62,5229.2,947.3
5088,75.05,164.64,186.67,5008.01,1039.93
5089,70.85,138.9,162.79,5680.51,1019.46
5090,62.86,106.86,177.77,3801.74,961.3
5091,51.79,133.72,161.75,4195.35,1059.34
5092,62.94,138.6,174.03,5545.63,986.72
5093,56.08,173.81,174.61,3638.22,973.95
5094,87.04,153.93,170.44,5649.41,1019.97
5095,68.85,156.89,166.04,5359.85,976.75
5096,66.54,173.62,171.13,5593.54,998.42
5097,78.89,148.08,172.14,4624.57,1087.31
5098,58.78,165.08,184.32,5407.87,969.27
5099,62.33,163.68,163.02,4062.17,1033.77
5100,70.68,124.27,165.55,4668.4,970.83
5101,80.29,179.46,172.28,5029.07,951.34
5102,75.02,121.59,167.95,4281,995.92
5103,72.48,168.35,169.2,5174.49,1134.22
5104,70.78,119.66,178.56,4084.63,1039.08
5105,74,162.02,147.44,5214.92,1023.1
5106,72.02,187.24,165.22,6393.48,973.77
5107,59.7,145.74,156.06,3994.67,980.77
5108,70.46,144.87,160.43,4981.95,925.83
5109,59.26,162.21,189.24,3705.63,1089.75
5110,70.81,143.41,174.79,4333.64,1013.45
5111,65.19,186.37,177.61,5561.56,1009.1
5112,95.39,153.84,169.36,4655.5,1010.19
5113,69.6,143.6,176.07,5593.93,1104.51
5114,55.96,139.19,155.87,5284.71,1014.98
5115,68.66,131.34,178.31,4948.39,990.37
5116,75.19,137.44,163.44,4176.47,1089.96
5117,86.73,142.99,165.75,5548.39,993.52
5118,64.11,140.25,174.04,5243.31,915.42
5119,54.18,136.84,172.53,3777.57,923.65
5120,78.17,191.98,170.68,4228.38,990.41
5121,56.19,129.4,159.1,2784.78,1014.58
5122,65.64,152.93,170.8,3907.5,1041.1
5123,67.42,161.85,177.68,4749.3,954.08
5124,69.3,162.6,165.74,4155.32,988.74
5125,76.89,148.83,180.52,4334.67,959.52
5126,63.16,145.19,163.02,6112.46,1055.69
5127,67.26,159.03,170.05,5823.05,1064.12
5128,69.86,155.33,182.28,4444.27,1097.91
5129,71.5,144.82,164.55,5634.83,1017.58
5130,70.98,118.76,178.43,5971.9,1093.26
5131,74.36,140.64,185.8,5494.84,965.35
5132,78.44,127.07,171.37,5239.14,1010.8
5133,73.93,136.66,165.78,5878.66,946.96
5134,74.54,150.66,163.82,5615.61,1028.67
5135,54.18,157.17,180.44,4029.52,1014.24
5136,70.5,185.61,180.21,4848.85,877.31
5137,74.8,139.25,181.59,4558.34,1055.48
5138,77.29,165.49,169.74,5921.98,1042.77
5139,63.08,156.12,178.3,4535.66,972.22
5140,63.41,175.92,169.61,4398.25,1014.06
5141,64.26,161.52,162.94,5821.35,925.31
5142,75.36,129.83,178.99,5207.74,961.49
5143,80.34,115.54,183.07,6689.43,1083.45
5144,65.93,156.23,161.84,4310.21,942.28
5145,79.08,139.43,161.68,4584.93,1000.48
5146,71.23,130.39,170.32,5897.57,930.18
5147,68.76,124.65,177.65,3976.72,1016.9
5148,67.89,153.22,160.93,6055.75,1028.14
5149,77.47,180.15,171.82,4034.04,1036.21
5150,73.26,141.83,165.28,5488.18,1023.4
5151,92.76,161.81,175.61,3525.56,1071.34
5152,61.48,147.95,163.62,5036.1,972.3
5153,75.18,124.21,176.17,3904.38,947.09
5154,64.71,164.7,168.73,6541.02,970.64
5155,61.31,128.11,162.5,4142.7,932.69
5156,69.89,150.43,170.51,4336.91,1003.94
5157,71.37,143.17,154.5,5428.34,993.02
5158,99.18,167.86,165.53,4519.23,1023.88
5159,68.16,128.84,172.7,5559.96,919.19
5160,58.7,157.82,155.83,4431.29,999.35
5161,72.73,133.2,149.43,4369.64,1060.72
5162,49.25,139.78,151.29,4977.95,1028.61
5163,69.08,77.3,180.62,4026.46,905.22
5164,70.16,191.84,169.39,5317.09,999.41
5165,77.95,161.01,165.74,5701.84,963.36
5166,79.74,134.65,177.56,5442.4,1000.64
5167,64.96,127.51,166.76,5514.62,980.97
5168,68.49,140.09,172.15,3460.12,1086.96
5169,62.34,164.34,170.21,4630.68,1004.29
5170,58.72,112.16,166.23,4818.35,1015.84
5171,73.1,147.17,172.35,6163.56,997.8
5172,57.26,185.41,176.19,4534.95,1023.72
5173,65.85,127.32,168.52,3158.61,989.16
5174,60.05,151.61,166.32,4196.82,1038.68
5175,75.5,194.07,167.26,4471.05,980.4
5176,88.01,162.64,151.62,3274.81,1068.82
5177,56.98,152.52,172.26,5774.96,1024.82
5178,51.47,160.13,160.33,3744.34,992.37
5179,68.75,141.98,175.04,5356.82,1042.1
5180,70.16,175.99,169.28,4126.08,1024.65
5181,72.19,142.01,170.84,6205.59,1041.37
5182,65.54,110.82,175.6,4779.08,1004.29
5183,67.99,142.17,162.59,4616.71,987.94
5184,73.68,130.67,172.95,5422.6,1006.76
5185,80.4,144.38,172.14,4194.16,974.98
5186,50.45,144.82,168.52,5460.44,1048.97
5187,66.31,173.95,162.57,4614.67,1073.46
5188,72.14,163.91,174.76,4524.32,1028.95
5189,60.82,155.27,175.63,4929.95,1070.91
5190,87.31,149.94,170.91,4128.26,1056.34
5191,63.65,128.82,161.44,4847.29,986.59
5192,69.59,106.38,165.78,5271.59,1041.79
5193,75.56,152.26,169.52,3153.01,935.85
5194,64.09,165.89,175.51,5873.05,1009.3
5195,51.53,147.83,157.33,5652.78,940.88
5196,65.71,139.3,165.49,3516.34,994.52
5197,80.29,159.29,166.78,3391.65,928.02
5198,66.63,148.33,169.33,5673.53,1054.72
5199,61.54,183.71,159.59,5611.62,980.26
5200,79.26,174.65,168.26,5498.43,1045.32
5201,66.69,169.19,167.52,3858.46,996.22
5202,64.9,165.15,161.7,6462.91,907.79
5203,71.49,124.2,169.06,4396,975.79
5204,77.71,163.26,165.67,5191.58,973.46
5205,93.82,157.53,173.96,5201.42,999.26
5206,78.27,162.13,162.92,6274.34,1075.4
5207,81.6,159.85,170.72,5100.13,1083.68
5208,64.94,159.06,163.53,5332.67,988.44
5209,59.74,204.02,165.2,4938.3,936.99
5210,70.62,148.48,172.38,4042.72,962.79
5211,71.07,168.73,171.88,3145.07,1023.98
5212,59.21,140.58,166.66,5026.06,994.59
5213,68.25,165.81,167.84,3870.11,921.23
5214,73.99,168.79,158.37,5280.14,974.82
5215,73.6,157.29,181.22,5119,1065.58
5216,75.04,183.38,175.5,5099.55,1014.61
5217,72.91,132.31,175.21,4157.66,1002.36
5218,64.93,140.26,157.24,5829.24,980.56
5219,64.86,154.25,165.24,5379.82,977
5220,58.01,167.62,167.32,4054.64,1027.2
5221,87.85,153.59,154.55,6654.84,1007.1
5222,70.13,175.72,177.12,4831.37,1038.55
5223,67.75,136.77,181.63,3932.57,1027.33
5224,60.71,127.19,186.5,4393.32,1000.99
5225,99.36,156.16,161.63,3792.89,1019.21
5226,59.27,148.46,170.94,6087.54,970.37
5227,65.71,160.86,180.58,5864.36,997.59
5228,74.16,149.45,167.97,5591.58,1067.05
5229,76,143.2,165.46,5440.91,1000.54
5230,79.58,148.5,155.07,5998.67,989.14
5231,88.08,150.58,179.06,4806.4,1010.52
5232,75.06,143.9,169.85,5338.13,941.72
5233,59.44,145.94,164.17,4350.49,1011.04
5234,67.43,141.93,172.27,4877.24,1084.8
5235,73.08,167.13,171.22,5360.06,959.57
5236,90.68,153.88,171.35,2535.09,1013.35
5237,56.02,195.14,168.26,4504.23,998.83
5238,82.03,153.21,182.98,5131.99,997.55
5239,71.8,138.98,168.93,4937.99,996.64
5240,78.38,203.41,182.95,4638.08,1035.72
5241,68.98,158.27,174.51,5471.32,945.09
5242,61.58,169.8,172.81,4433.83,1034.43
5243,77.51,161.84,169.09,4022.47,1003.46
5244,76.54,162.46,177.79,5947.01,911.86
5245,79.72,160.71,170.9,5834.12,1018.99
5246,69.87,127.96,162.54,4520.68,1005.7
5247,64,157.35,162.28,4945.04,956.41
5248,54.41,123.5,173.38,5676.79,1008.03
5249,78.19,146.51,162.74,5035.23,934.19
5250,74.24,135.49,169.5,5424.17,965.76
5251,60.34,157.15,178.46,5380.45,1001.85
5252,64.61,156.68,172.43,4744.66,915.72
5253,65.33,159.62,164.22,5412.74,942.43
5254,55.17,155.75,181.28,4228.05,949.91
5255,61.82,137.86,174.38,5315.42,1003.96
5256,58.66,144.78,178.14,4940.72,1022.07
5257,65.88,168.41,151.86,4711.42,955.36
5258,62.61,171.36,172.65,4002.61,952.55
5259,53.73,127.06,176.74,5105.33,1006.91
5260,90.23,119.38,183.6,5030.82,1005.56
5261,82.53,135.46,158.29,4328.29,964.99
5262,62.21,170.9,179.65,3722.5,1091.44
5263,72.72,174.3,183.16,3684.42,1009.22
5264,74.17,131.51,153.86,4796.74,991.49
5265,81.91,156.15,173.83,5245.2,980.7
5266,61.81,186.69,174.94,6479.98,1050.44
5267,80.92,158.31,167.38,4963.88,1027.25
5268,64.52,178.43,166.08,3699.69,913.12
5269,56.64,169.97,175.34,4834.47,965.21
5270,77.24,131.8,165.08,6001.09,977.66
5271,82.91,146.2,168.26,4453.76,999.4
5272,95.88,150.7,176.5,5894.88,1031.36
5273,58,152.08,184.03,5140.58,946.49
5274,76.99,168.33,174.3,5517.51,996.03
5275,65.9,158.17,171.07,6487.08,1084.96
5276,77.83,91.28,165.87,3530.19,1001.45
5277,55.3,123.74,161.92,5717.2,965.29
5278,57.37,106.25,178.88,4924.24,933.29
5279,62.24,153.51,168.77,4240.66,975.65
5280,70.79,154.81,179.21,4919.49,946.06
5281,63.59,155.66,167.36,6352.78,980.27
5282,76.59,130.82,164.81,6067.96,1027.11
5283,80.27,163.48,173.37,3399.43,1001.85
5284,76,164.33,169.39,4384.13,976
5285,86.19,124.9,160.36,5754.32,910.47
5286,74.16,120.68,184.54,4982.6,1041.6
5287,57.83,150,164.98,4985.59,982.38
5288,83.63,185.84,177.42,3745.34,1005.4
5289,63.95,183.99,176.73,4403.62,954.41
5290,79.1,161.27,159.92,3913.44,979.55
5291,85.74,135.4,161.98,3677.35,971
5292,74.57,167.74,167.59,3993.81,933.3
5293,55.04,140.95,163.07,4257.52,954.6
5294,60.82,134.65,183.81,4391.11,999.26
5295,83.23,107.12,168.4,4326.3,1014.93
5296,68.31,152.05,177.12,5816.36,965.8
5297,70.8,137.4,174.11,4274.28,939.87
5298,77.59,151.93,172.11,6140.95,982.18
5299,76.96,104.01,170.32,4612.82,1038.98
5300,72.79,153.4,179.9,5351.36,953.04
5301,67.91,101.38,163.4,5376.91,1000.64
5302,66.87,171.76,183.81,4281.73,966.98
5303,78.58,160.44,159.7,4737.53,1056.43
5304,75.54,144.43,176.25,4597.64,974.67
5305,67.43,161.25,158.76,5297.95,1033.1
5306,80.82,130.44,167.47,4896.92,1050.75
5307,68.71,151.45,170.75,4401.28,1077.07
5308,61.48,165.9,166.11,5095.25,932.33
5309,62.41,88.11,168.55,5271.69,930.09
5310,60.21,141.06,158.9,6480.04,1058.26
5311,67.28,149.55,162.1,5054.5,1050.07
5312,82.34,146.07,173.99,5008.01,969.15
5313,61.95,179.14,170.24,5342.72,838.15
5314,71.88,127.52,164.48,4240.48,1004.04
5315,63.43,137.58,180.59,3619.59,924.13
5316,67.4,111.68,160.24,4750.32,958.62
5317,54.9,180.21,167.11,5857.68,1009.06
5318,67.79,145.07,165.95,5986.84,1015.78
5319,68.06,141.23,174.92,3496.49,1079.07
5320,75.4,148.95,170.39,5532.86,981.36
5321,72.23,162.72,169.13,3252.16,951.18
5322,58.02,156.95,155.25,5367.34,1045.86
5323,80.84,202.96,176.92,5319.49,1018.85
5324,72.1,159.08,168.26,3620.82,981.84
5325,71.98,140.7,170.93,5800.04,1001.59
5326,69.91,138.77,164.01,6395.07,981.1
5327,64.82,142.14,162.75,4950.02,1034.6
5328,72.18,119.96,181.99,5112.8,1084.4
5329,74.76,150.8,155.81,6183.29,963.73
5330,52.53,165.67,161.57,4098.93,1021.04
5331,64.61,137.73,181.84,4119.14,923.51
5332,67.45,133.85,175.13,4328.49,946.37
5333,72.56,180.32,167.4,5029.67,1028.13
5334,81.93,121.47,179.97,5027.53,996.48
5335,62.28,108.64,173.57,4557.37,944.54
5336,65.02,126.94,171.86,4759.62,1000.44
5337,64.87,119.19,171.8,4568.35,1043.95
5338,61.98,157.72,173.72,4606.56,927.65
5339,66.53,142.79,174.05,4385.18,1087.33
5340,77.71,145.61,187.57,4391.65,1028.65
5341,59.46,173.06,168.44,3399.24,1029.65
5342,74.28,136.17,168.69,4821.06,999.93
5343,52.98,165.5,160.1,3435.54,1087.36
5344,64.39,180.23,169.58,5600.45,1048.12
5345,66.71,140.89,184.9,4552.07,981.62
5346,86.75,164.74,177.88,4904.47,1037.87
5347,67.25,145.16,165.65,4701.43,963.34
5348,47.99,168.48,170.24,4804.71,985.99
5349,50.01,118.57,159.63,6010.7,1073.33
5350,70.34,117.09,162.25,3918.8,1019.38
5351,76.14,142.17,171.2,3701.35,1033.08
5352,73.75,132.22,166.04,5095.5,1058.48
5353,71.68,139.67,161.64,4603.3,1027.41
5354,81.62,145.61,173.92,5287.7,959.44
5355,64.6,164.4,169.34,5573.26,1083.06
5356,78.95,141.85,157.46,4114.93,1025.81
5357,53.68,133.52,153.4,5482.71,1029.34
5358,60.95,142.97,165.44,4182.45,1002.79
5359,51.93,134.62,157.29,5059.66,1055.54
5360,67.25,131.32,155.05,4010.47,1095.75
5361,69.54,117.74,179.03,5105.72,981.23
5362,71.14,151.39,169.22,4983.3,1053.27
5363,70.62,138.63,167.88,4117.66,1001.72
5364,60.72,169.33,168.49,3913.27,900.09
5365,68.1,121.05,160.9,5600.51,929.8
5366,55.03,139.16,173.29,4637.6,1021.21
5367,83.63,186.26,168.95,5809.62,1050.52
5368,66.96,131.21,163.94,4565.29,1030.45
5369,65.11,145.27,165.14,6041.74,1038.45
5370,85.89,125.68,160.18,4241.29,1129.48
5371,57.58,123.03,166.75,6178.2,1026.42
5372,58.74,180.95,168.08,5139.5,986.75
5373,59.04,153.42,166.54,5319.84,993.67
5374,69.32,152.67,170.44,4196.78,1081.75
5375,74.32,116.07,169.37,5583.37,936.54
5376,77.4,157.17,171.85,5611.14,1061.9
5377,95.72,173.15,177.54,4740.45,1000.81
5378,47.51,172.99,174.74,3292.8,958.42
5379,76.09,163.37,177.64,4109.34,927.49
5380,64.43,127.41,163.22,4109.22,1074.03
